KernelID,SMnum,Blocknum,BlockID,SMID,Start_time,End_time,Exec_time
0,6,54,0,0,61181.968750,63806.878906,2624.910156
0,6,54,1,2,61276.718750,63901.707031,2624.988281
0,6,54,2,4,61310.058594,63935.039062,2624.980469
0,6,54,3,1,61181.968750,63806.878906,2624.910156
0,6,54,4,3,61276.718750,63901.707031,2624.988281
0,6,54,5,5,61310.058594,63935.039062,2624.980469
0,6,54,6,0,61181.968750,63806.878906,2624.910156
0,6,54,7,2,61276.718750,63901.707031,2624.988281
0,6,54,8,4,61310.058594,63935.039062,2624.980469
0,6,54,9,1,61181.968750,63806.878906,2624.910156
0,6,54,10,3,61276.718750,63901.707031,2624.988281
0,6,54,11,5,61310.058594,63935.039062,2624.980469
0,6,54,12,0,61181.968750,63806.878906,2624.910156
0,6,54,13,2,61276.718750,63901.707031,2624.988281
0,6,54,14,4,61310.058594,63935.039062,2624.980469
0,6,54,15,1,61181.968750,63806.878906,2624.910156
0,6,54,16,3,61276.718750,63901.707031,2624.988281
0,6,54,17,5,61310.058594,63935.039062,2624.980469
0,6,54,18,2,63901.753906,66518.281250,2616.527344
0,6,54,19,2,63901.753906,66518.281250,2616.527344
0,6,54,20,3,63901.753906,66518.281250,2616.527344
0,6,54,21,3,63901.753906,66518.281250,2616.527344
0,6,54,22,2,63901.753906,66518.281250,2616.527344
0,6,54,23,3,63901.757812,66518.289062,2616.531250
0,6,54,24,5,63935.085938,66551.601562,2616.515625
0,6,54,25,4,63935.085938,66551.601562,2616.515625
0,6,54,26,4,63935.085938,66551.609375,2616.523438
0,6,54,27,4,63935.085938,66551.609375,2616.523438
0,6,54,28,5,63935.085938,66551.609375,2616.523438
0,6,54,29,5,63935.085938,66551.609375,2616.523438
0,6,54,30,1,63806.925781,66423.632812,2616.707031
0,6,54,31,0,63806.925781,66423.632812,2616.707031
0,6,54,32,0,63806.925781,66423.632812,2616.707031
0,6,54,33,1,63806.925781,66423.632812,2616.707031
0,6,54,34,0,63806.925781,66423.632812,2616.707031
0,6,54,35,1,63806.925781,66423.632812,2616.707031
0,6,54,36,3,66518.328125,69135.203125,2616.875000
0,6,54,37,3,66518.328125,69135.203125,2616.875000
0,6,54,38,2,66518.328125,69135.203125,2616.875000
0,6,54,39,2,66518.328125,69135.203125,2616.875000
0,6,54,40,3,66518.328125,69135.203125,2616.875000
0,6,54,41,2,66518.328125,69135.210938,2616.882812
0,6,54,42,4,66551.648438,69168.515625,2616.867188
0,6,54,43,4,66551.656250,69168.523438,2616.867188
0,6,54,44,5,66551.656250,69168.523438,2616.867188
0,6,54,45,4,66551.656250,69168.523438,2616.867188
0,6,54,46,5,66551.656250,69168.523438,2616.867188
0,6,54,47,5,66551.656250,69168.523438,2616.867188
0,6,54,48,0,66423.679688,69040.265625,2616.585938
0,6,54,49,1,66423.679688,69040.273438,2616.593750
0,6,54,50,1,66423.679688,69040.273438,2616.593750
0,6,54,51,0,66423.679688,69040.273438,2616.593750
0,6,54,52,0,66423.679688,69040.273438,2616.593750
0,6,54,53,1,66423.679688,69040.273438,2616.593750
1,2,18,0,0,61182.179688,62493.921875,1311.742188
1,2,18,1,1,61182.179688,62493.921875,1311.742188
1,2,18,2,0,61182.179688,62493.921875,1311.742188
1,2,18,3,1,61182.179688,62493.921875,1311.742188
1,2,18,4,0,61182.179688,62493.921875,1311.742188
1,2,18,5,1,61182.179688,62493.921875,1311.742188
1,2,18,6,1,62493.968750,63807.207031,1313.238281
1,2,18,7,0,62493.968750,63807.207031,1313.238281
1,2,18,8,0,62493.968750,63807.207031,1313.238281
1,2,18,9,1,62493.968750,63807.207031,1313.238281
1,2,18,10,1,62493.968750,63807.207031,1313.238281
1,2,18,11,0,62493.972656,63807.210938,1313.238281
1,2,18,12,0,63807.253906,65116.152344,1308.898438
1,2,18,13,0,63807.253906,65116.152344,1308.898438
1,2,18,14,1,63807.253906,65116.152344,1308.898438
1,2,18,15,1,63807.253906,65116.152344,1308.898438
